Q,A,A_model
"Qual o destino a ser dado aos imóveis integrantes do ativo (patrimônio) da  empresa individual quando, completado o prazo de 36 (trinta e seis) meses  consecutivos sem promover incorporações ou loteamentos, ocorrer o término  da equiparação à pessoa jurídica?","Permanecerão no ativo da empresa individual, para efeito de tributação como lucro da pessoa jurídica: a) as unidades imobiliárias e os lotes de terrenos integrantes de incorporações ou loteamentos, até sua alienação e, após esta, o saldo a receber, até o recebimento total do preço; b) o saldo a receber do preço dos imóveis então alienados, até seu recebimento total.","Os imóveis integrantes do ativo (patrimônio) da empresa individual, após o término da equiparação à pessoa jurídica, permanecerão no ativo da empresa individual até a sua alienação e o recebimento total do preço, ou até o recebimento integral do saldo a receber do preço de imóveis já alienados, seguindo as regras estabelecidas no Decreto-Lei nº 1.381, de 1974, art. 10, § 1º e § 2º."
Como determinar o capital da empresa individual no caso de pessoa física  equiparada por prática de operações imobiliárias?,"O capital da empresa individual, no início de cada período de apuração (trimestral ou anual), será representado pela soma dos valores dos imóveis constantes do seu ativo com os valores a receber relativos ao custo dos imóveis já vendidos em períodos de apuração anteriores.","Para determinar o capital da empresa individual no caso de pessoa física equiparada por prática de operações imobiliárias, é necessário considerar os recursos efetivamente investidos pela pessoa física titular da empresa individual, nos imóveis a que se refere o parágrafo anterior ao § 5º do artigo 9º. Estes recursos, juntamente com a correção monetária nessa seção prevista, constituem o capital da empresa individual no início de cada exercício. Esse capital é utilizado para fins de determinação da manutenção do capital de giro dedutível do lucro tributável, nos termos do Decreto-lei nº 1.338, de 1974."
O que é cisão de uma sociedade?,"A cisão é a operação pela qual a sociedade transfere todo ou somente uma parcela do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a sociedade cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.","Cisão de uma sociedade é a operação pela qual a companhia transfere parcelas do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a companhia cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão."
Como proceder com relação à sociedade cindida?,"Efetivada a cisão com extinção da sociedade cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e a publicação dos atos da operação. Na cisão com versão parcial do patrimônio esta obrigação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.","A sociedade cindida deve ser sucedida por outra ou mais sociedades, que absorveram parcelas do seu patrimônio, nos direitos e obrigações relacionados à cisão. Se a cisão foi com extinção, as sociedades que absorveram os patrimônios sucedem à cisada sociedade, na proporção dos patrimônios líquidos transferidos, nos direitos e obrigações não relacionados. Se a cisão foi com versão parcial do patrimônio, os administradores da companhia cindida e da que absorveu a parcela do patrimônio têm o dever de promover o arquivamento e publicação dos atos da operação."
Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.","I - as pessoas jurídicas, a que se refere o Capítulo I deste Título ; e

II - as empresas individuais, a que se refere o Capítulo II deste Título ."
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","Despesas incorridas são aquelas despesas operacionais que, embora nascida a obrigação correspondente, o momento ajustado para pagá-las, ou seu vencimento, ou outra circunstância qualquer, determinam que o respectivo pagamento venha a ocorrer em exercício subseqüente."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","As despesas que devem ser consideradas como ""despesas pré-operacionais"" são aquelas relacionadas à organização administrativa da sociedade, bem como à execução de serviços correlatos e às atividades específicas de implantação da fábrica. Estas incluem despesas de capitalização, que são amortizadas ao longo do tempo, e despesas operacionais do exercício social, que são componentes da conta de resultados e podem gerar prejuízos acumuláveis passíveis de compensação nos três exercícios subsequentes, conforme o art. 247 do RIR."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.","As empresas não imobiliárias devem classificar a conta representativa de ""construções em andamento"" no ativo imobilizado, de acordo com o artigo 179, inciso IV, da Lei nº 6.404, de 15 de dezembro de 1976 (Lei das Sociedades por Ações), e o Parecer Normativo CST nº 108/78, item 8."
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).","Os reajustes posteriores à época do recebimento do bem adquirido por meio de consórcio devem ser tratados como variações monetárias ativas ou passivas, conforme o caso."
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","Os bens obsoletos do Ativo Imobilizado devem ser baixados quando se tornam imprestáveis antes do prazo estimado, em virtude de fatores não previsíveis, como a obsolescência excepcional ou ocorrência de caso fortuito ou de força maior. Neste caso, a baixa pode acarretar perdas extraordinárias, que poderão ser computadas como despesas operacionais, salvo se forem recuperáveis através de seguro ou de indenização de terceiros."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","A alíquota aplicável ao lucro real, presumido ou arbitrado, que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração é de dez por cento."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","O adicional do IRPJ é considerado devido quando a parcela da base de cálculo, apurada mensalmente, excede R$ 20.000,00. Neste caso, a alíquota aplicável é de dez por cento (10%)."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","Os ajustes de exercícios anteriores devem ser considerados apenas os decorrentes de efeitos da mudança de critério contábil, ou da retificação de erro imputável a determinado exercício anterior, e que não possam ser atribuídos a fatos subseqüentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.",Descontos incondicionais são parcelas redutoras do preço de venda que constam da nota fiscal de venda dos bens ou da fatura de serviços e não dependem de eventos posteriores à emissão desses documentos.
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","Sistema de contabilidade de custo integrado e coordenado com o restante da escrituração é aquele que:

1. É apoiado em valores originados da escrituração (matéria-prima, mão de obra direta, custos gerais de fabricação).
2. Permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados.
3. É apoiado em livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal.
4. Permite avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","Sim, as aquisições de guarnições de cama, mesa e banho, e louças, por empresas que exploram serviços de hotelaria, restaurantes e atividades similares, podem ser consideradas como custo ou despesa operacional."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data de embarque devem ser consideradas como variações monetárias passivas ou ativas, dependendo da direção da variação da taxa de câmbio."
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","A exaustão, em termos contábeis, consiste na perda do valor de direitos ou bens que são explorados, como recursos minerais ou florestais, ou bens aplicados naquela exploração. Esse processo é registrado periodicamente nas contas de exaustão, e pode incluir a perda do valor do capital aplicado quando houver decisão de interromper os empreendimentos ou atividades a que se destinavam, ou quando comprovado que não poderão produzir resultados suficientes para recuperação desse valor."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","Os direitos sujeitos à exaustão serão apresentados no balanço pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).","Para o contribuinte que deixou de contabilizar ou contabilizou a menor o valor da provisão para o imposto sobre a renda, é importante corrigir o balanço e informar ao fisco a situação em tempo hábil. Isso pode ser feito através de um relatório complementar ou em seu próximo relatório de contabilidade, ressaltando a necessidade de atualizar o valor da provisão para o imposto sobre a renda, de acordo com as regras legais e as práticas contábeis."
As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.","As sociedades por ações poderão ter, no mínimo, 3 (três) e, no máximo, 5 (cinco) membros no conselho fiscal."
"Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.","Não, não existe a possibilidade de serem deduzidas, para fins do imposto de renda, as perdas havidas na alienação de investimentos oriundos de incentivos fiscais."
Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.",O prejuízo fiscal apurado por uma sociedade em conta de participação somente poderá ser compensado com o lucro real decorrente da mesma sociedade.
"A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.","Não, a pessoa jurídica que tenha prejuízo fiscal de períodos de apuração anteriores, devidamente apurado e controlado no Lalur, não perderá o direito de compensar este prejuízo, mesmo que venha a se submeter à tributação utilizando-se de outra base que não a do lucro real, desde que os prazos e normas pertinentes à compensação sejam observados."
A absorção na escrituração comercial de prejuízos contábeis impede a  compensação dos prejuízos fiscais?,"A absorção na escrituração comercial de prejuízos contábeis apurados mediante débito à conta de lucros acumulados, de reservas de lucros ou de capital, ao capital social, ou à conta de sócios, matriz ou titular de empresa individual, não impede a compensação dos prejuízos fiscais.","Não, a absorção de prejuízos contábeis na escrituração comercial não impede a compensação dos prejuízos fiscais. De acordo com a legislação, o débito à conta dos sócios, mesmo sem saldo credor suficiente, não resulta em um procedimento inidôneo à elevação do valor do patrimônio líquido. Em vez disso, os prejuízos acumulados que foram eliminados graficamente são substituídos por igual parcela redutora, de capital a realizar. Isso não altera o processo de compensação dos prejuízos fiscais, pois o valor a ele indevidamente acrescido deve ser deduzido do patrimônio líquido para o cálculo da correção monetária."
"A pessoa jurídica que explora atividade rural e que tenha utilizado o benefício  fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro  presumido ou arbitrado deve adicionar à base de cálculo do imposto de renda o  saldo dessa depreciação?","Não. A reversão da depreciação incentivada que deve ser adicionado ao lucro líquido para determinação do lucro real e controlada na Parte B do e-Lalur e na Parte B do e- Lacs, não é a decorrente de tributação diferida, uma vez que a adição se impõe em virtude de anular os efeitos decorrentes da depreciação normal consignada na escrituração comercial da pessoa jurídica rural. No regime de tributação do lucro presumido ou arbitrado, prescinde-se da escrita regular, e, em consequência, não há o aludido efeito de depreciação normal a ser compensado pela adição.","Não, a pessoa jurídica que explora atividade rural e que tenha utilizado o benefício fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro presumido ou arbitrado, não deve adicionar à base de cálculo do imposto de renda o saldo dessa depreciação."
Pessoa jurídica que retornar ao lucro real poderá fazer jus à depreciação  acelerada incentivada?,"Sim. Retornando à tributação com base no lucro real a pessoa jurídica deverá adicionar o encargo de depreciação normal registrado na escrituração comercial, relativo a bens já totalmente depreciados, ao resultado da atividade rural, efetuando a baixa do respectivo valor no saldo da depreciação incentivada controlado na Parte B do e-Lalur e do e-Lacs.",Pessoa jurídica que retornar ao lucro real poderá fazer jus à depreciação acelerada incentivada.
"Como deverá proceder a pessoa jurídica que explora atividade rural com  tributação pelo lucro real e, posteriormente, venha a optar pela tributação com  base no lucro presumido ou arbitrado, e vier a alienar o bem depreciado com o  incentivo fiscal?","A pessoa jurídica rural que tiver usufruído o benefício fiscal da depreciação acelerada incentivada, vindo, posteriormente, a ser tributada pelo lucro presumido ou arbitrado, caso aliene o bem depreciado com o incentivo durante a permanência nesses regimes, deverá adicionar à base de cálculo para determinação do lucro presumido ou arbitrado o saldo remanescente da depreciação não realizada.","A pessoa jurídica que explora atividade rural com tributação pelo lucro real e opta posteriormente pela tributação com base no lucro presumido ou arbitrado deverá, ao alienar o bem depreciado com o incentivo fiscal, adicionar à base de cálculo para determinação do lucro presumido e do resultado presumido o saldo remanescente da depreciação não realizada."
Poderá haver mudança da opção para o contribuinte que já efetuou o  recolhimento da primeira quota ou de quota única com base no lucro  presumido?,"Como regra, não há a possibilidade de mudança. A opção pela tributação com base no lucro presumido será definitiva em relação a todo o ano-calendário. Todavia, abre-se exceção quando ocorrer qualquer das hipóteses de arbitramento previstas na legislação tributária, situação em que a pessoa jurídica poderá, desde que conhecida a receita bruta, determinar o lucro tributável segundo as regras relativas ao regime de tributação com base no lucro arbitrado.","Não, após a efetivação do pagamento da primeira ou da quota única do imposto sobre a renda com base no lucro presumido, não há possibilidade de alteração ou retorno ao regime de tributação com base no lucro real. A escolha é definitiva e se aplica ao ano-calendário inteiro, conforme estabelecido na Lei nº 9.718/1998, art. 13, § 1º."
A pessoa jurídica que optar pelo lucro presumido poderá em algum período de  apuração trimestral ser tributada com base no lucro real?,"Sim. Na hipótese de haver pago o imposto com base no lucro presumido e, em relação ao mesmo ano-calendário, incorrer em situação de obrigatoriedade de apuração pelo lucro real por ter auferido lucros, rendimentos ou ganhos de capital oriundos do exterior, deverá apurar o IRPJ e a CSLL sob o regime de apuração pelo lucro real trimestral a partir, inclusive, do trimestre da ocorrência do fato. Tal situação também é possível de ocorrer na hipótese de exclusão do Refis de empresa incluída neste programa como sendo do lucro presumido, embora obrigada ao lucro real.","Sim, a pessoa jurídica que optar pelo lucro presumido pode, em algum período de apuração trimestral, ser tributada com base no lucro real, conforme declara o art. 1º do documento."
