Q,A,A_model
"Qual o destino a ser dado aos imóveis integrantes do ativo (patrimônio) da  empresa individual quando, completado o prazo de 36 (trinta e seis) meses  consecutivos sem promover incorporações ou loteamentos, ocorrer o término  da equiparação à pessoa jurídica?","Permanecerão no ativo da empresa individual, para efeito de tributação como lucro da pessoa jurídica: a) as unidades imobiliárias e os lotes de terrenos integrantes de incorporações ou loteamentos, até sua alienação e, após esta, o saldo a receber, até o recebimento total do preço; b) o saldo a receber do preço dos imóveis então alienados, até seu recebimento total.","Ao término do prazo de 36 meses consecutivos, sem promover incorporações ou loteamentos, os imóveis integrantes do ativo da empresa individual devem ser alienados e o preço total recebido, ou a empresa individual pode ser encerrada após o pagamento integral do imposto sobre a renda devido, desde que os imóveis sejam vendidos à vista pelo preço de mercado e o saldo de imóveis já alienados seja integralmente recebido."
Como determinar o capital da empresa individual no caso de pessoa física  equiparada por prática de operações imobiliárias?,"O capital da empresa individual, no início de cada período de apuração (trimestral ou anual), será representado pela soma dos valores dos imóveis constantes do seu ativo com os valores a receber relativos ao custo dos imóveis já vendidos em períodos de apuração anteriores.","Para determinar o capital da empresa individual, na caso de uma pessoa física equiparada por prática de operações imobiliárias, devem ser considerados os recursos efetivamente investidos em qualquer época pelos seguintes meios:

1. No terreno ou glebas de terra onde são promovidos loteamentos ou incorporações, incluindo as construções e benfeitorias executadas.
2. No terreno, construções e benfeitorias de outros imóveis.

Estes custos podem ser corrigidos monetariamente usando a variação do valor das Obrigações Reajustáveis do Tesouro Nacional, desde a época de cada pagamento até a data da equiparação, sobre a quantia realmente gasta pelo titular da empresa individual.

O valor resultante desses investimentos, junto com a correção monetária aplicável, constitui o capital da empresa individual no início de cada exercício, para fins de calcular a manutenção do capital de giro dedutível do lucro tributável, conforme o Decreto-lei nº 1.338, de 23 de julho de 1974."
O que é cisão de uma sociedade?,"A cisão é a operação pela qual a sociedade transfere todo ou somente uma parcela do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a sociedade cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.","A cisão é uma operação pela qual uma companhia transfere partes do seu patrimônio para uma ou mais outras sociedades, podendo resultar na extinção da companhia original se todo o patrimônio for transferido, ou na divisão do seu capital se a transferência for parcial."
Como proceder com relação à sociedade cindida?,"Efetivada a cisão com extinção da sociedade cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e a publicação dos atos da operação. Na cisão com versão parcial do patrimônio esta obrigação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.","Na caso de uma cisão, a sociedade cindida pode proceder da seguinte maneira:

- Se a cisão resultar em extinção da companhia cindida, transferirá todo o seu patrimônio para uma ou mais sociedades, e essas novas sociedades ou as existentes que absorverem o patrimônio, sucederão a companhia cindida nos seus direitos e obrigações, proporcionalmente ao patrimônio líquido transferido.
- Se a cisão for parcial, a companhia cindida dividirá seu capital e transferirá uma parcela do patrimônio para uma nova ou existente sociedade, seguindo os procedimentos específicos, incluindo a deliberação da assembléia-geral com justificativa detalhada e avaliação da parcela do patrimônio.
- A assembléia-geral da companhia cindida deve deliberar sobre a cisão, nomear peritos para avaliar a parcela do patrimônio a ser transferida (no caso de cisão com sociedade nova), e, se aprovada, promover a constituição da nova sociedade ou a incorporação na existente.
- Após a cisão, os administradores das sociedades envolvidas são responsáveis por arquivar e publicar os atos relacionados à operação, conforme sua participação.
- As ações dos titulares na companhia cindida serão substituídas por ações correspondentes na nova ou na existente, na mesma proporção, a menos que haja uma atribuição em proporção diferente com a aprovação de todos os titulares, incluindo aquelas sem direito a voto."
Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.","Os contribuintes do imposto de renda da pessoa jurídica incluem:

I - Pessoas jurídicas, conforme o Capítulo I do Título referido;
II - Empresas individuais, conforme o Capítulo II do Título mencionado;
- Entidades submetidas a regimes de liquidação extrajudicial e de falência, durante os procedimentos para realização de seu ativo e pagamento do passivo;
- Empresas públicas, sociedades de economia mista e suas subsidiárias;
- Sociedades cooperativas de consumo que fornecem bens a consumidores;
- Fundos de investimento imobiliário, nas condições estabelecidas.

A expressão ""pessoa jurídica"" abrange todos esses contribuintes, a menos que haja disposição contrária no regulamento."
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","Despesas incorridas são aquelas que, embora a obrigação correspondente já tenha nascido, o pagamento delas seja previsto para um exercício futuro, devido a um ajuste de vencimento ou a qualquer outra circunstância que impeça o pagamento imediato."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","Despesas pré-operacionais incluem despesas de organização pré-operacionais ou pré-industriais, despesas relacionadas à ampliação de parque industrial, dispêndios de organização necessários antes do início das atividades da empresa e os posteriormente exigidos na expansão de empreendimentos industriais. Estas despesas, quando pré-operacionais (pré-organizacionais, pré-industriais, etc.), devem ser contabilizadas de acordo com o Parecer Normativo CST nº 364/71."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.","As empresas não imobiliárias devem classificar a conta representativa de ""construções em andamento"" como imobilizado, de acordo com o artigo 179, inciso IV, da Lei nº 6.404/1976 (Lei das Sociedades por Ações), e com o Parecer Normativo CST nº 108/78, item 8."
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).","Os reajustes posteriores à época do recebimento do bem adquirido por meio de consórcio, decorrentes de modificação no valor das prestações, serão refletidos na conta que registra a obrigação. Estas variações terão o mesmo tratamento de variação monetária ativa ou passiva, conforme a natureza da diferença resultante do ajuste."
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","Os bens obsoletos, constantes do Ativo Imobilizado de uma pessoa jurídica, devem ser baixados quando se tornarem imprestáveis antes do prazo estimado, em virtude de obsolescência excepcional, caso fortuito ou força maior. A baixa contábil deve ser concomitante à baixa física do bem, ou seja, quando ele é efetivamente retirado do patrimônio da empresa. Não há uma formalidade especial imposta pela lei para esta eliminação, contudo, o contribuinte deve comprovar os fatos que levaram aos lançamentos contábeis de acordo com as leis comerciais e fiscais."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","A alíquota básica do imposto de renda para pessoas jurídicas é de quinze por cento (15%). No entanto, se a parcela do lucro real, presumido ou arbitrado, exceder R$ 20.000,00 multiplicado pelo número de meses do período de apuração, então esse excesso é sujeito a um adicional de imposto de renda à alíquota de dez por cento (10%)."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","O adicional do Imposto de Renda sobre a Renda (IRPJ) é devido quando a parcela da base de cálculo, apurada mensalmente, excede R$ 20.000,00 (vinte mil reais). A alíquota aplicável para esse excesso é de dez por cento (10%)."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","Os ajustes de exercícios anteriores devem ser considerados apenas os decorrentes de efeitos da mudança de critério contábil ou da retificação de erro imputável a um exercício anterior, desde que não possam ser atribuídos a fatos subseqüentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.","Descontos incondicionais são parcelas redutoras do preço de venda que constam na nota fiscal de venda dos bens ou na fatura de serviços, e não dependem de evento posterior à emissão desses documentos."
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","Considera-se um sistema de contabilidade de custo integrado e coordenado com o restante da escrituração quando ele:

I - se baseia em valores provenientes da escrituração, incluindo matéria-prima, mão de obra direta e custos gerais de fabricação;
II - permite calcular contabilmente, a cada final de mês, o valor dos estoques de matérias-primas, produtos em elaboração e produtos acabados;
III - utiliza livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, bem conservados e com registros que coincidem com os da escrituração principal; e
IV - permite avaliar os estoques no final do período de apropriação de resultados com base nos custos realmente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","Sim, podem ser consideradas como custo ou despesa operacional as aquisições de guarnições de cama, mesa e banho, e louça por empresas que exploram serviços de hotelaria, restaurantes e atividades similares."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.","As diferenças decorrentes de alterações na taxa de câmbio, ocorridas entre a data do fechamento do contrato de câmbio e a data de embarque, serão consideradas como variações monetárias passivas ou ativas para efeito de registro da receita bruta de vendas nas exportações de produtos manufaturados nacionais."
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","A exaustão, em termos contábeis, consiste na perda de valor decorrente da exploração de direitos cujo objeto sejam recursos minerais ou florestais, ou bens aplicados nessa exploração. É um processo pelo qual o valor dos ativos relacionados a esses recursos é reduzido ao longo do tempo, conforme eles são utilizados ou extraídos."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","Os direitos sujeitos à exaustão serão apresentados no balanço pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão. Isso se aplica a direitos cujo objeto sejam recursos minerais ou florestais, ou bens aplicados na exploração desses recursos, e a perda de valor decorrente da sua exploração é registrada periodicamente."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).","Não posso fornecer uma resposta direta à sua pergunta baseada nas informações legais fornecidas, pois elas tratam da classificação de contas no balanço patrimonial e não abordam especificamente o procedimento a ser seguido em caso de omissão ou erro na contabilização de provisões para imposto sobre a renda. Para obter orientação precisa sobre esse assunto, recomendo consultar as normas fiscais específicas ou um profissional de contabilidade."
As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.","As sociedades por ações terão um conselho fiscal composto de, no mínimo, 3 (três) e, no máximo, 5 (cinco) membros, podendo ter suplentes em igual número."
"Existe a possibilidade de serem deduzidas, para fins do imposto de renda, as  perdas havidas na alienação de investimentos oriundos de incentivos fiscais?","Não. A legislação fiscal não admite a dedutibilidade, na apuração do lucro real, da perda de capital decorrente de alienação ou baixa de investimentos adquiridos mediante dedução do imposto de renda devido pela pessoa jurídica, como, por exemplo, os incentivos fiscais para o Finor, Finam e Funres. O valor da perda apurada contabilmente deverá ser adicionado ao lucro líquido, para fins de determinação do lucro real, no Lalur, Parte A.","Não, as perdas havidas na alienação de investimentos oriundos de incentivos fiscais não são dedutíveis para fins de determinação do lucro real, conforme o Art. 510 e o Decreto-Lei nº 1.648, de 18 de dezembro de 1978, art. 6º."
Qual o tratamento tributário aplicável ao prejuízo fiscal apurado por Sociedade  em Conta de Participação (SCP)?,"O prejuízo fiscal apurado por Sociedade em Conta de Participação (SCP), somente poderá ser compensado com o lucro real decorrente da mesma SCP. É vedada a compensação de prejuízos fiscais e lucros entre duas ou mais SCP, ou entre estas e o sócio ostensivo.",O prejuízo fiscal apurado por uma Sociedade em Conta de Participação (SCP) só pode ser compensado com o lucro real decorrente da mesma sociedade. Não é permitida a compensação de prejuízos fiscais e lucros entre duas ou mais SCPs ou entre essas sociedades e o sócio ostensivo.
"A pessoa jurídica que tiver prejuízo fiscal de períodos de apuração anteriores  devidamente apurado e controlado no Lalur, vindo a se submeter à tributação  utilizando-se de outra base que não a do lucro real, perderá o direito de  compensar este prejuízo?","O direito à compensação dos prejuízos fiscais, desde que estejam devidamente apurados e controlados na parte B do Lalur, somente poderá ser exercido quando a pessoa jurídica for tributada com base no lucro real, pois quando a forma de tributação for outra não há que se falar em apurar ou compensar prejuízos fiscais. Esse direito, entretanto, não será prejudicado ainda que o contribuinte possa, em algum período de apuração, ter sido tributado com base no lucro presumido ou arbitrado. Assim, no período-base em que retornar à tributação com base no lucro real poderá compensar o prejuízo fiscal constante no Lalur, Parte B, observada a legislação vigente à época da compensação.","Não, a pessoa jurídica não perderá o direito de compensar o prejuízo fiscal remanescente do regime de tributação pelo lucro real, desde que observe os prazos e normas pertinentes à compensação ao retornar ao regime de tributação pelo lucro real."
A absorção na escrituração comercial de prejuízos contábeis impede a  compensação dos prejuízos fiscais?,"A absorção na escrituração comercial de prejuízos contábeis apurados mediante débito à conta de lucros acumulados, de reservas de lucros ou de capital, ao capital social, ou à conta de sócios, matriz ou titular de empresa individual, não impede a compensação dos prejuízos fiscais.","Não há uma afirmação direta sobre a compensação de prejuízos fiscais na absorção de prejuízos contábeis na escrituração comercial nos trechos fornecidos. No entanto, a discussão envolve a regularidade contábil e seu impacto no patrimônio líquido, o que indiretamente afeta o cálculo do lucro tributável. O texto não proíbe explicitamente a compensação de prejuízos fiscais, mas enfatiza a necessidade de seguir as normas contábeis e fiscais corretamente. Portanto, a absorção correta de prejuízos deve ser feita de acordo com as regras contábeis e tributárias, sem que isso, por si só, impeça a compensação de prejuízos fiscais, desde que estes sejam tratados adequadamente nos registros fiscais."
"A pessoa jurídica que explora atividade rural e que tenha utilizado o benefício  fiscal da depreciação incentivada, ao mudar para o regime de tributação do lucro  presumido ou arbitrado deve adicionar à base de cálculo do imposto de renda o  saldo dessa depreciação?","Não. A reversão da depreciação incentivada que deve ser adicionado ao lucro líquido para determinação do lucro real e controlada na Parte B do e-Lalur e na Parte B do e- Lacs, não é a decorrente de tributação diferida, uma vez que a adição se impõe em virtude de anular os efeitos decorrentes da depreciação normal consignada na escrituração comercial da pessoa jurídica rural. No regime de tributação do lucro presumido ou arbitrado, prescinde-se da escrita regular, e, em consequência, não há o aludido efeito de depreciação normal a ser compensado pela adição.","Não há informações claras no contexto fornecido sobre se a pessoa jurídica deve adicionar ao saldo da depreciação ao mudar para o regime de tributação do lucro presumido ou arbitrado, após ter utilizado o benefício fiscal da depreciação incentivada. Para obter uma resposta precisa, seria necessário consultar disposições específicas das leis tributárias aplicáveis ou buscar orientação jurídica especializada."
