Q,A,A_model
"Qual o destino a ser dado aos imóveis integrantes do ativo (patrimônio) da  empresa individual quando, completado o prazo de 36 (trinta e seis) meses  consecutivos sem promover incorporações ou loteamentos, ocorrer o término  da equiparação à pessoa jurídica?","Permanecerão no ativo da empresa individual, para efeito de tributação como lucro da pessoa jurídica: a) as unidades imobiliárias e os lotes de terrenos integrantes de incorporações ou loteamentos, até sua alienação e, após esta, o saldo a receber, até o recebimento total do preço; b) o saldo a receber do preço dos imóveis então alienados, até seu recebimento total.","  De acordo com a normativa citada, os imóveis integrantes do ativo da empresa individual permanecerão no ativo da empresa até sua alienação e recebimento total do preço. Após o término da equiparação à pessoa jurídica, a pessoa física poderá encerrar a empresa individual, desde que recolha o imposto sobre a renda que seria devido. Se os imóveis referidos no inciso I do § 1º fossem alienados, com pagamento à vista, ao preço de mercado, e o saldo referido no inciso II do § 1º fosse recebido integralmente, a pessoa física poderá encerrar a empresa individual."
Como determinar o capital da empresa individual no caso de pessoa física  equiparada por prática de operações imobiliárias?,"O capital da empresa individual, no início de cada período de apuração (trimestral ou anual), será representado pela soma dos valores dos imóveis constantes do seu ativo com os valores a receber relativos ao custo dos imóveis já vendidos em períodos de apuração anteriores.","  O capital da empresa individual no caso de pessoa física equiparada por prática de operações imobiliárias é determinado com base nos recursos efetivamente investidos pela pessoa física titular da empresa individual nos imóveis a que se refere o parágrafo anterior, bem como a correção monetária nela prevista, e constituirá o capital da empresa individual no início de cada exercício, para fins de determinação da manutenção do capital de giro dedutível do lucro tributável, nos termos do Decreto-lei nº 1.338, de 23 de julho de 1974."
O que é cisão de uma sociedade?,"A cisão é a operação pela qual a sociedade transfere todo ou somente uma parcela do seu patrimônio para uma ou mais sociedades, constituídas para esse fim ou já existentes, extinguindo-se a sociedade cindida, se houver versão de todo o seu patrimônio, ou dividindo-se o seu capital, se parcial a versão.","  A cisão de uma sociedade é uma operação que envolve a transferência de parcelas do patrimônio da companhia para uma ou mais sociedades, que podem ser criadas para esse fim ou já existentes. Essa operação pode resultar na extinção da companhia cindida ou na divisão de seu capital, dependendo do tipo de cisão realizada. A cisão é deliberada pela assembléia-geral da companhia e obedece a determinadas disposições legais, como o artigo 229 da Lei nº 9.457/1997."
Como proceder com relação à sociedade cindida?,"Efetivada a cisão com extinção da sociedade cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e a publicação dos atos da operação. Na cisão com versão parcial do patrimônio esta obrigação caberá aos administradores da companhia cindida e da que absorver parcela do seu patrimônio.","  A sociedade cindida pode ser procedida de diferentes maneiras, dependendo do tipo de cisão que ocorrer.

Se a cisão for com extinção da companhia cindida, a sociedade que absorver parcela do seu patrimônio sucederá a esta nos direitos e obrigações relacionados no ato da cisão, e as sociedades que absorverem parcelas do patrimônio da companhia cindida sucederão a esta, na proporção dos patrimônios líquidos transferidos, nos direitos e obrigações não relacionados (art. 229, § 1º).

Se a cisão for com versão de parcela do patrimônio em sociedade nova, a operação será deliberada pela assembléia-geral da companhia à vista de justificação que incluirá as informações de que tratam os números do artigo 224, e a assembléia, se a aprovar, nomeará os peritos que avaliarão a parcela do patrimônio a ser transferida, e funcionará como assembléia de constituição da nova companhia (art. 229, § 2º).

Se a cisão for com versão de parcela de patrimônio em sociedade já existente, obedecerá às disposições sobre incorporação (artigo 227).

Após a cisão com extinção da companhia cindida, caberá aos administradores das sociedades que tiverem absorvido parcelas do seu patrimônio promover o arquivamento e publicação dos atos da operação (art. 229, § 4º).

Por fim, as ações integralizadas com parcelas de patrimônio da companhia cindida serão atribuídas a seus titulares, em substituição às extintas, na proporção das que possuíam, e a atribuição em proporção diferente requer approvação de todos os titulares, inclusive das ações sem direito a voto (art. 229, § 5º)."
Quais são os contribuintes do imposto de renda da pessoa jurídica?,"São contribuintes e, portanto, estão sujeitas ao pagamento do imposto de renda da pessoa jurídica as pessoas jurídicas e as pessoas físicas a elas equiparadas, domiciliadas no País.","  Os contribuintes do imposto de renda da pessoa jurídica são:

* As pessoas jurídicas, sejam elas empresas ou entidades de qualquer natureza, que tenham lucros ou receitas tributáveis;
* As empresas individuais, que tenham lucros ou receitas tributáveis;
* As entidades submetidas aos regimes de liquidação extrajudicial e de falência, em relação às operações praticadas durante o período em que perdurarem os procedimentos para a realização de seu ativo e o pagamento do passivo;
* As empresas públicas e as sociedades de economia mista, e suas subsidiárias;
* As sociedades cooperativas de consumo que tenham por objeto a compra e o fornecimento de bens aos consumidores;
* O fundo de investimento imobiliário, nas condições previstas no art. 831 da Lei nº 9.779/1999."
O que são “despesas incorridas”?,"Despesas incorridas são aquelas de competência do período de apuração, relativas a bens empregados ou a serviços consumidos nas transações ou operações exigidas pela atividade da empresa, tenham sido pagas ou não. De acordo com o PN CST nº 58, de 1977, a obrigação de pagar determinada despesa (enquadrável como operacional) nasce quando, em face da relação jurídica que lhe deu causa, já se verificaram todos os pressupostos materiais que a tornaram incondicional, vale dizer, exigível independentemente de qualquer prestação por parte do respectivo credor. Despesas incorridas são, portanto, aquelas decorrentes de bens empregados ou de serviços consumidos nas transações ou operações exigidas pela atividade da empresa, em relação às quais já tenha nascido a obrigação correspondente, ainda que o respectivo pagamento venha a ocorrer em período subsequente.","  ""Despesas incorridas"" são despesas que, embora nascida a obrigação correspondente, o momento ajustado para pagá-las, ou seu vencimento, ou outra circunstância qualquer, determinam que o respectivo pagamento venha a ocorrer em exercício subseqüente. Elas são computáveis no exercício em que nascerem as respectivas obrigações, e somente nele."
Quais são os gastos com a implantação de uma indústria que deverão ser  considerados como “despesas pré-operacionais”?,"Todas as despesas necessárias à organização e implantação ou ampliação de empresas, inclusive aquelas de cunho administrativo, pagas ou incorridas até o início de suas operações ou plena utilização das instalações, são pré-operacionais ou pré-industriais. A empresa deverá imobilizar as aquisições de bens e direitos, classificáveis no ativo permanente, e lançar em despesas pré-operacionais as despesas, respeitando, sempre, as condições gerais de dedutibilidade e os limites estabelecidos pela legislação tributária, já que estes limites são válidos tanto para as despesas operacionais quanto para as pré-operacionais.","  Os gastos com a implantação de uma indústria que deverão ser considerados como ""despesas pré-operacionais"" incluem:

* Despesas de organização, pré-operacionais ou pré-industriais, como estabelecido no § 3º, inciso ""a"", do art. 188, do RIR;
* Despesas necessárias à organização administrativa da sociedade, bem como à execução de serviços correlatos, paralelamente às relacionadas com atividades específicas de implantação da fábrica, como mencionado no item 2 do Parecer Normativo CST nº 364/71;
* Despesas de ampliação de parque industrial, como mencionado no item 1 do Parecer Normativo CST nº 364/71;
* Despesas de organização, necessários e anteriores ao começo das atividades da empresa, bem como os posteriormente exigidos na expansão de empreendimentos industriais, como estabelecido no item 2 do Parecer Normativo CST nº 364/71.

É importante ressaltar que essas despesas devem ser contabilizadas de acordo com as normas estabelecidas pelo art. 162 do RIR e demais normas sobre o assunto, e que a distinção entre despesas operacionais e despesas pré-operacionais está no momentum em que são realizadas ou incorridas."
Como as empresas não imobiliárias devem classificar a conta representativa de  “construções em andamento”?,"Para as empresas que não explorem a atividade imobiliária, as aplicações que representem construções em andamento devem ser classificadas em conta do ativo permanente (imobilizado). No caso de empreendimento que envolva a construção de bens de naturezas diversas, a empresa deverá fazer a distribuição contábil dos acréscimos de maneira a permitir, ao término da construção, a correta identificação de cada bem, segundo sua natureza e as taxas anuais de depreciação a eles aplicáveis.","  As empresas não imobiliárias devem classificar a conta representativa de ""construções em andamento"" como imobilizado, seguindo o disposto no art. 179, inciso IV, da Lei nº 6.404, de 15 de dezembro de 1976 (Lei das Sociedades por Ações), com a interpretação dada pelo Parecer Normativo CST nº 108/78, item 8 (D.O.U. de 09.01.79)."
Como deverão ser tratados os reajustes posteriores à época do recebimento do  bem adquirido por meio de consórcio?,"As variações do saldo devedor que ocorrerem no futuro, decorrentes da modificação no valor das prestações, serão refletidas nas contas que registram a obrigação, sendo sua contrapartida considerada como variação monetária passiva (ou ativa).","  Os reajustes posteriores à época do recebimento do bem adquirido por meio de consórcio devem ser tratados como variações monetárias ativas ou passivas, conforme o caso. Essas variações devem ser refletidas na conta que registra a obrigação, de acordo com os critérios de avaliação dos elementos do balanço consagrados pela Lei nº 6.404/76."
"Quando devem ser baixados os bens obsoletos, constantes do Ativo Imobilizado  da pessoa jurídica?","Quaisquer bens constantes do ativo imobilizado da pessoa jurídica, quer estejam totalmente depreciados ou não, somente podem ser baixados da contabilidade e do controle patrimonial concomitantemente à efetiva baixa física do bem.","  Os bens obsoletos devem ser baixados do Ativo Imobilizado da pessoa jurídica quando ocorra uma das seguintes situações:

* O prazo de utilização estimado do bem tenha sido ultrapassado e o bem seja considerado imprestável;
* O bem tenha sofrido danos ou obsolescência excepcionais que tornem sua utilização inviável;
* O bem tenha sido afetado por um caso fortuito ou de força maior que tornou sua utilização impossível;
* A empresa optar por substituir o bem por um outro que ofereça melhores condições de eficiência ou economia.

É importante lembrar que a baixa do bem deve ser concomitante à sua efetiva saída do patrimônio da empresa e que o valor de alienação, se houver, deve ser utilizado para apuração da receita eventual ou do valor efetivamente perdido. Além disso, a empresa deve manter o registro de seu valor contábil até a baixa física do bem."
"Quais as alíquotas aplicáveis sobre o lucro, para determinar o imposto de renda  devido pela pessoa jurídica em cada período de apuração?","A partir do ano-calendário de 1996, as pessoas jurídicas, independentemente da forma de constituição e da natureza da atividade exercida, passaram a pagar o imposto de renda à alíquota de quinze por cento, incidente sobre a base de cálculo apurada na forma do lucro real, presumido ou arbitrado.","  As alíquotas aplicáveis sobre o lucro para determinar o imposto de renda devido pela pessoa jurídica em cada período de apuração são:

* 15% para o lucro até R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração;
* 25% para o lucro acima de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração.

A primeira alíquota de 15% é aplicável ao lucro até o valor de R$ 20.000,00 (vinte mil reais) pelo número de meses do período de apuração, enquanto a segunda alíquota de 25% é aplicável ao lucro acima desse valor.

Essas alíquotas são estabelecidas nos § 1º e 3º do Art. 3º da Lei 9.430/1996, que disciplina o imposto de renda das pessoas jurídicas. Além disso, o § 4º da mesma lei estabelece que o valor do adicional será recolhido integralmente, sem permissão de deduções."
Quando se considera devido o adicional do IRPJ e qual a alíquota aplicável no  seu cálculo?,"Sobre a parcela do lucro real, presumido ou arbitrado que exceder o valor resultante da multiplicação de R$ 20.000,00 (vinte mil reais) pelo número de meses do respectivo período de apuração, o adicional incidirá à alíquota de dez por cento. Aplica-se esse adicional, inclusive, na exploração da atividade rural e, também, nas hipóteses de incorporação, fusão e cisão.","  O adicional do IRPJ é considerado devido quando a parcela da base de cálculo, apurada mensalmente, exceder R$ 20.000,00 (vinte mil reais). A alíquota aplicável no cálculo do adicional do IRPJ é de 10% (dez por cento)."
O que se deve considerar como ajustes de exercícios (períodos) anteriores?,"Como ajustes de exercícios (períodos) anteriores serão consideradas apenas as regularizações decorrentes de efeitos de mudança de critério contábil, ou de retificação de erro imputável a determinado período anterior, e que não possam ser atribuídas a fatos subsequentes.","  Ajustes de exercícios anteriores são considerados apenas os decorrentes de efeitos da mudança de critério contábil ou da retificação de erro imputável a determinado exercício anterior, e que não possam ser atribuídos a fatos subseqüentes."
O que são descontos incondicionais?,"Somente são consideradas, como descontos incondicionais, as parcelas redutoras do preço de vendas, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem, para sua concessão, de evento posterior à emissão desses documentos.","  Descontos incondicionais são parcelas redutoras do preço de venda, quando constarem da nota fiscal de venda dos bens ou da fatura de serviços e não dependerem de evento posterior à emissão desses documentos."
O que se considera sistema de contabilidade de custo integrado e coordenado  com o restante da escrituração?,"Considera-se sistema de contabilidade de custo integrado e coordenado com o restante da escrituração aquele: a) apoiado em valores originados da escrituração contábil (matéria-prima, mão-de-obra direta, custos gerais de fabricação); b) que permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados; c) apoiado em livros auxiliares, fichas, folhas contínuas, ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal; e d) que permita avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos.","  O sistema de contabilidade de custo integrado e coordenado com o restante da escrituração é um sistema que atende aos seguintes requisitos:

1. Apoiado em valores originados da escrituração, como matéria-prima, mão de obra direta e custos gerais de fabricação.
2. Permite a determinação contábil, ao fim de cada mês, do valor dos estoques de matérias-primas e outros materiais, produtos em elaboração e produtos acabados.
3. Apoiado em livros auxiliares, fichas, folhas contínuas ou mapas de apropriação ou rateio, tidos em boa guarda e de registros coincidentes com aqueles constantes da escrituração principal.
4. Permite avaliar os estoques existentes na data de encerramento do período de apropriação de resultados de acordo com os custos efetivamente incorridos."
"Podem ser consideradas, como custo ou despesa operacional, as aquisições, por  empresas que exploram serviços de hotelaria, restaurantes e similares, de  guarnições de cama, mesa e banho, e louças?","Sim. Poderá ser computado, como custo ou despesa operacional, o valor da aquisição de guarnições de cama, mesa e banho, e louça, utilizadas por empresas que exploram serviços de hotelaria, restaurantes e atividades similares.","  Sim, é possível considerar as aquisições de guarnições de cama, mesa e banho, e louças como custos ou despesas operacionais para empresas que exploram serviços de hotelaria, restaurantes e atividades similares, desde que essas aquisições sejam realizadas com o objetivo de garantir a funcionalidade e o conforto dos espaços de hospedagem e alimentação. Essa é a interpretação do art. 202, § 1º, do Regulamento do Imposto de Renda, que permite a dedução de custos e despesas operacionais para fins de calculo do imposto de renda."
"Como deverão ser consideradas as diferenças decorrentes de alterações na taxa  de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data  de embarque, para efeito de registro da receita bruta de vendas nas exportações  de produtos manufaturados nacionais?","As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data do embarque devem ser consideradas como variações monetárias ativas ou passivas, conforme o caso.",  As diferenças decorrentes de alterações na taxa de câmbio ocorridas entre a data do fechamento do contrato de câmbio e a data de embarque devem ser consideradas como variações monetárias passivas ou ativas.
"Em que consiste a exaustão, em termos contábeis?","Exaurir significa esgotar completamente. Em termos contábeis, a exaustão se relaciona com a perda de valor dos bens ou direitos do ativo, ao longo do tempo, decorrentes de sua exploração (extração ou aproveitamento).","  A exaustão, em termos contábeis, consiste na perda de valor decorrente da exploração de direitos cujo objeto sejam recursos minerais ou florestais, ou bens aplicados nessa exploração. Essa perda de valor é registrada periodicamente nas contas de exaustão."
Como os direitos sujeitos à exaustão serão apresentados no balanço?,"No balanço, os direitos serão classificados no ativo imobilizado e deverão ser avaliados pelo custo de aquisição, deduzido do saldo da respectiva conta de exaustão acumulada.","  Os direitos sujeitos à exaustão serão apresentados no balanço como um item separado, com o valor de sua avaliação, deduzido do saldo da conta de exaustão. Essa avaliação será feita considerando o valor justo dos direitos, que é o preço pelo qual possam ser repostos, mediante compra no mercado, ou o valor líquido pelo qual possam ser alienados a terceiros. Se o valor da avaliação for inferior ao valor de mercado, o direito será apresentado no balanço com o valor de mercado. Se o valor da avaliação for inferior ao valor de mercado, o direito será apresentado no balanço com o valor de mercado."
Como deve proceder o contribuinte que deixou de contabilizar ou contabilizou  a menor o valor da provisão para o imposto sobre a renda?,"Deve, no curso do período de apuração seguinte, mediante lançamento de ajuste em contas próprias, com efeitos retroativos ao início do período de apuração, regularizar sua situação contábil pelo registro do valor da provisão (ou da diferença a menor apurada), a débito de conta do patrimônio líquido (prejuízos acumulados).","  O contribuinte deve proceder da seguinte forma:

1. Verificar se o erro na contabilização ou no valor da provisão para o imposto sobre a renda pode ser corrigido mediante ajuste de contabilidade.
2. Se for possível corrigir o erro, o contribuinte deve realizar o ajuste de contabilidade no período em que o erro ocorreu, seguindo as normas da Lei nº 11.941/2009.
3. Se o erro não puder ser corrigido mediante ajuste de contabilidade, o contribuinte deve realizar uma correção tributária, seguindo as normas da Lei nº 8.132/1990.
4. O contribuinte deve também verificar se há alguma penalidade aplicável por conta do erro na contabilização ou no valor da provisão.

É importante lembrar que a correção do erro deve ser feita de acordo com as normas legais vigentes e que o contribuinte deve manter todas as provas da correção realizada."
As sociedades por ações poderão ter quantos conselheiros fiscais?,"O conselho fiscal será composto de, no mínimo, 3 (três), e no máximo, 5 (cinco) membros, e suplentes em igual número, acionistas ou não, eleitos pela assembleia- geral.","  As sociedades por ações poderão ter de 3 a 5 conselheiros fiscais, assim como suplentes em igual número."
